801,"Ex-Offender Status at Program 
Entry (WIOA)",IN 1,"Record 1 if the participant, at program entry, is a person who either (a) has been 
subject to any stage of the criminal justice process for committing a status 
offense or delinquent act, or (b) requires assistance in overcoming barriers to 
employment resulting from a record of arrest or conviction. 
Record 0 if the participant does not meet any one of the conditions described 
above.                                                                                                                                     
Record 9 if the participant did not disclose.","1 = Yes
0 = No                                                                  
9 = Did not disclose",,,R,R,R,R,R,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
802,"Low Income Status at 
Program Entry  (WIOA)",IN 1,"Record 1 if the participant, at program entry, is a person who: 
(a) Receives, or in the 6 months prior to application to the program has 
received, or is a member of a family that is receiving or in the past 6 months 
prior to application to the program has received:
 (i) Assistance through the supplemental nutrition assistance program (SNAP) 
under the Food and Nutrition Act of 2008 (7 USC 2011 et seq.);  
(ii) Assistance through the temporary assistance for needy families program 
under part A of Title IV of the Social Security Act (42 USC 601 et seq.);
(iii) Assistance through the supplemental security income program under Title 
XVI of the Social Security Act (42 USC 1381); or
(iv) State or local income-based public assistance.
(b) Is in a family with total family income that does not exceed the higher of the 
poverty line or 70% of the lower living standard income level; 
(c) Is an individual who receives, or is eligible to receive a free or reduced price 
lunch under the Richard B. Russell National School Lunch Act (42 USC 1751 et 
seq.); 
(d) Is a foster child on behalf of whom State or local government payments are 
made;
(e) Is an participant with a disability whose own income is the poverty line but 
who is a member of a family whose income does not meet this requirement;
(f) Is a homeless participant or a homeless child or youth or runaway youth (see 
Data Element #800); or 
(g) Is a youth living in a high-poverty area.  
Record 0 if the participant does not meet the criteria presented above.","1 = Yes
 0 = No",,,R,R,R,R,R,R
803,"English Language Learner at 
Program Entry (WIOA)",IN 1,"Record 1 if the participant, at program entry, is a person who has limited ability 
in speaking, reading, writing or understanding the English language and also 
meets at least one of the following two conditions (a) his or her native language 
is a language other than English, or (b) he or she lives in a family or community 
environment where a language other than English is the dominant language.
Record 0 if the participant does not meet the conditions described above.","1 = Yes
 0 = No",,,R,R,R,R,R,R
804,"Basic Skills Deficient/Low 
Levels of Literacy at Program 
Entry",IN 1,"Record 1 if the participant is, at program entry:
A) a youth, who has English reading, writing, or computing skills at or below the 
8th grade level on a generally accepted standardized test; or
B) a youth or adult, who is unable to compute and solve problems, or read, 
write, or speak English at a level necessary to function on the job, in the 
participant’s family, or in society.  
Record 0 if the participant does not meet the conditions described above.","1 = Yes
 0 = No",,,R,R,R,R,R,R
805,"Cultural Barriers at Program 
Entry WIOA)",IN 1,"Record 1 if the participant, at program entry, perceives him or herself as 
possessing attitudes, beliefs, customs or practices that influence a way of 
thinking, acting or working that may serve as a hindrance to employment.
Record 0 if the participant does not meet the conditions described above.             
Record 9 if the participant did not self-identify.","1 = Yes
0 = No                                                                  
9 = Participant did not self-identify",,,R,R,R,R,R,R
806,"Single Parent at Program 
Entry (WIOA)",IN 1,"Record 1 if the participant, at program entry, is single, separated, divorced or a 
widowed individual who has primary responsibility for one or more dependent 
children under age 18 (including single pregnant women).  
Record 0 if the participant does not meet the condition described above.               
Record 9 if the participant did not self-identify.","1 = Yes
0 = No                                                                  
9 = Participant did not self-identify",,,R,R,R,R,R,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
807,"Displaced Homemaker at 
Program Entry (WIOA)",IN 1,"Record 1 if the participant, at program entry, has been providing unpaid services 
to family members in the home and who:
        (A)(i) has been dependent on the income of another family member but is 
no longer supported by that income;  or (ii) is the dependent spouse of a 
member of the Armed Forces on active duty (as defined in section 101(d)(1) of 
title 10, United States Code) and whose family income is significantly reduced 
because of a deployment (as defined in section 991(b) of title 10, United States 
Code, or pursuant to paragraph (4) of such section), a call or order to active duty 
pursuant to a provision of law referred to in section 101(a)(13)(B) of title 10, 
United States Code, a permanent change of station, or the service-connected 
(as defined in section 101(16) of title 38, United States Code) death or disability 
of the member; and
        (B) is unemployed or underemployed and is experiencing difficulty in 
obtaining or upgrading employment.
Record 0 if the participant does not meet the conditions described above.","1 = Yes
 0 = No",,,R,R,R,R,R,R
808,"Eligible Migrant and Seasonal 
Farmworker Status (WIOA 
sec. 167)",IN 1,"Record 1 if the participant, at program entry, is a low-income individual (i) who 
for the 12 consecutive months out of the 24 months prior to application for the 
program involved, has been primarily employed in agriculture or fish farming 
labor that is characterized by chronic unemployment or underemployment; and 
(ii) faces multiple barriers to economic self-sufficiency. 
Record 2 if the participant, at program entry, is a seasonal farmworker and 
whose agricultural labor requires travel to a job site such that the farmworker is 
unable to return to a permanent place of residence within the same day. 
Record 3 if the participant is a migrant farmworker or seasonal farmworker (as 
defined above) aged 14-24.                                        
Record 4 if the participant is an adult program participant and a dependent (as 
defined in 20 CFR 685.110) of the individual described as a seasonal or migrant 
seasonal farmworker above.
Record 5 if the participant is a youth program participant and a dependent (as 
defined in 20 CFR 685.110) of the individual described as a seasonal or migrant 
seasonal farmworker above.","1 = Seasonal Farmworker Adult
2 = Migrant Farmworker Adult
3= MSFW Youth
4= Dependent Adult 
5= Dependent Youth 
0 = No",,,R,R,R,R,R,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
SECTION B-ONE STOP CENTER PROGRAM PARTICIPATION INFORMATION,,,,,,,,,,,,
900,Date of Program Entry (WIOA),DT 8,"Record the date on which an individual became a participant as referenced in 20 
CFR 677.150 satisfying applicable programmatic requirements for the provision 
of services.
Leave blank if this data element does not apply.",YYYYMMDD,,,R,R,R,R,R,R
901,Date of Program Exit (WIOA),DT 8,"Record the last date the participant received services that are not self-service, 
information-only, or follow up services. Record this last date of receipt of 
services only if there are no future  services, that are not self-service, 
information-only, or follow up services, planned from the program.  For Titles I, 
II and III, record the last date of funded service(s).  For Vocational Rehabilitation 
programs, record the date when the participant's record of service is closed 
pursuant to 34 CFR 361.43 or 361.56.
                                                                                                                                                 
Leave blank if this data element does not apply to the participant.",YYYYMMDD,,,R,R,R,R,R,R
903,Adult (WIOA),IN 1,"Record 1 if the participant received services under WIOA section 133(b)(2)(A) as 
an individual who is not less than age 18 at the time of program entry.
Record 2 if the participant received services under WIOA section 133(a)(1).
Record 3 if the participant received services under WIOA sections 133(b)(2)(A) 
and 133(a)(1).
Record 4 if the individual has demonstrated an intent to use program services 
and meets one of the following criteria--- 
(A) Individuals who provide identifying information;
(B) Individuals who only use the self-service system; or
(C) Individuals who only receive information-only services or activities.
Record 0 if the participant did not receive services under the condition 
described above.","1 = Yes, Local Formula
2 = Yes, Statewide
3 = Yes, Both Local Formula and Statewide
4 = Reportable Individual
0 = No",,R,R,R,R,R,R,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
"904
904.2",Dislocated Worker (WIOA),IN 1,"Record 1 if the participant received services under WIOA Section 133(b)(2)(B) as 
a person who— 
(A)(i) has been terminated or laid off, or who has received a notice of 
termination or layoff, from employment; (ii)(I) is eligible for or has exhausted 
entitlement to unemployment compensation; or (II) has been employed for a 
duration sufficient to demonstrate, to the appropriate entity at a one-stop 
center referred to in section 121(e), attachment to the workforce, but is not 
eligible for unemployment compensation due to insufficient earnings or having 
performed services for an employer that were not covered under a State 
unemployment compensation law; and (iii) is unlikely to return to a previous 
industry or occupation; 
(B)(i) has been terminated or laid off, or has received a notice of termination or 
layoff, from employment as a result of any permanent closure of, or any 
substantial layoff at, a plant, facility, or enterprise; (ii) is employed at a facility at 
which the employer has made a general announcement that such facility will 
close within 180 days; or (iii) for purposes of eligibility to receive services other 
than training services described in WIOA Sec 134(c)(3), career services described 
in WIOA Sec 134(c)(2)(A)(xii), or supportive services, is employed at a facility at 
which the employer has made a general announcement that such facility will 
close; 
(C) was self-employed (including employment as a farmer, a rancher, or a 
fisherman) but is unemployed as a result of general economic conditions in the 
community in which the participant resides or because of natural disasters; 
(D) is a displaced homemaker; or 
(E)(i) is the spouse of a member of the Armed Forces on active duty (as defined 
in section 101(d)(1) of title 10, United States Code), and who has experienced a 
loss of employment as a direct result of relocation to accommodate a 
permanent change in duty station of such member; or (ii) is the spouse of a 
member of the Armed Forces on active duty and who meets the criteria 
described in WIOA Section 3(16)(B).
Record 2 if the participant received services under WIOA section 133(a).
Record 3 if the participant received under WIOA sections 133(b)(2)(B) and 
133(a).   
Record 4 if the individual has demonstrated an intent to use program services 
and meets one of the following criteria--- 
(A) Individuals who provide identifying information;
(B) Individuals who only use the self-service system; or
(C) Individuals who only receive information-only services or activities.
Record 0 if the participant did not receive services under the condition 
described above.","1 = Yes, Local Formula
2 = Yes, Statewide
3 = Yes, Both Local Formula and Statewide
4 = Reportable Individual
0 = No",,R,R,R,R,,R,R
,,,,,,,,,,,,
905,Youth (WIOA),IN 1,"Record 1 if the participant received services under WIOA section 128(b).  
Record 2 if the participant received services under WIOA section 128(a).
Record 3 if the participant received services under WIOA sections 128(b) and 
128(a). 
Record 4 If the individual fail to complete the program requirements for 
eligibility or for participation. 
Record 0 if the participant did not receive services under the conditions 
described above.","1 = Yes, Local Formula
2 = Yes, Statewide
3 = Yes, Both Local Formula and Statewide
4 = Youth Reportable Individual
0 = No",,R,R,R,R,R,R,R
906,"Date of First WIOA Youth 
Service",DT 8,"Record the date on which the participant began receiving his/her first WIOA 
youth service (i.e. 1 of the 14 youth program elements in WIOA §129(c)(2)). 
Leave blank if the participant did not receive services funded by the WIOA Youth 
program.",YYYYMMDD,,,,,,R,,
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
907,"Recipient of Incumbent 
Worker Training",IN 1,"Record 1 if the participant received Incumbent Worker training services under 
WIOA section 134(a)(3)(A)(i) and/or 134(a)(2)(A)(i).
Record 2 if the participant received Incumbent Worker training services  by 
Local Formula funds under WIOA section 134(d)(4).
Record 3 if the participant received Incumbent Worker training services under 
both Statewide funds (Governor’s Reserve and/or Rapid Response) WIOA 
section 134(a)(3)(A)(i) and/or 134(a)(2)(A)(i) and Local Formula funds under 
WIOA section 134(d)(4).
Record 4 if the participant received Incumbent Worker training services  under 
H1B.
Record 5 if the participant received incumbent Worker training services  under a 
National Dislocated Worker Grant (DWG) (WIOA section 170). 
Record 6 if the participant received Incumbent Worker training services under a 
National Farmworker Job Program (NFJP)(WIOA section 167).
Record 0 if the participant did not receive services under the condition 
described above, or received services by a local area with statewide funds 
passed down from the state to the local area.","1 = Statewide 15% and/or Rapid Response 
25% only
2 = Local Formula only (20%)
3 = Both Statewide and Local Formula
4 = H-1B funded grant
5 = DWG funded grant 
6 = NFJP funded grant
0 = No",,,R,R,R,,R,R
908,Rapid Response,IN 1,"Record 1 if the participant participated in rapid response activities authorized at 
WIOA section 134(a)(2)(A)(i)(l).
Record 0 if the participant did not receive services under the condition 
described above.  
Record 9 if grantee is unable to track enrollment in the program.
Leave blank if this data element does not apply to the participant.","1 = Yes
 0 = No
 9 = Unknown",,,R,,R,,R,R
909,"Rapid Response (Additional 
Assistance)",IN 1,"Record 1 if the individual participated in a program by WIOA section 
134(a)(2)(A)(i)(ll).  
Record 0 if the participant did not participate in a program or otherwise receive 
services under the condition described above or received services by a local area 
with statewide funds passed down from the state to the local area.      
Record 9 if grantee is unable to track enrollment in the program.
Leave blank if this data element does not apply to the individual.","1 = Yes
 0 = No
 9 = Unknown",,,,,R,,R,
910,Adult Education (WIOA),IN 1,"Record 1 if the participant received services under WIOA Title II defined as 
academic instruction and education services below the postsecondary level that 
increases an individual’s ability to--- 
(A) read, write, and speak in English and perform mathematics or other 
activities necessary for the attainment of a secondary school diploma or its 
recognized equivalent;
(B) transition to postsecondary education and training; and
(C) obtain employment.
Record 0 if the participant did not receive any services under the conditions 
described above.
Record 9 if the grantee is unable to track enrollment in the program.","1 = Yes
 0 = No
 9 = Unknown",,,R,R,R,R,R,R
911,Job Corps (WIOA),IN 1,"Record 1 if the participant received services under title I, chapter 4, subtitle C of 
WIOA.
Record 2 if the individual received reportable individual services (as defined in 
program specific guidance). 
Record 0 if the individual did not receive any services under the conditions 
described above.
Record 9 if grantee is unable to track enrollment in the program.","1 = Yes
 2 = Reportable Individual
 0 = No
 9 = Unknown",,R,,,,R,,
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
912,"National Farmworker Jobs 
Program",AN 14,"Record the 14 character grant number if the participant received services under 
WIOA Title I-D, Section 167.  The grant number should be entered in the 
following format without dashes: Two alphabetic characters representing the 
grant program code-Five numeric characters-Two numeric characters 
representing the fiscal year when the grant was awarded-Two numeric 
characters identifying the type of grant awarded-One alphabetic character 
identifying the relevant agency at ETA-Two numeric characters identifying the 
state that received the grant was served under (AA-12345-12-55-A-26). If the 
grant number is unknown, please enter 99999999999999.
Leave blank if the participant did not receive services funded by this program.",XXXXXXXXXXXXXX,,,R,R,R,R,,R
913,"Indian and Native American 
Programs",IN 1,"Record 1 if the participant received services under WIOA Title I-D, Section 166 
Record 2 if the individual has demonstrated an intent to use program services 
and meets one of the following criteria--- 
(A) Individuals who provide identifying information;
(B) Individuals who only use the self-service system; or
(C) Individuals who only receive information-only services or activities.
Leave blank if the participant did not receive services funded by this program.","1 = Yes
2 = Reportable Individual",,R,R,R,R,R,,R
914,Veterans' Programs,IN 2,"Record 1 if the participant received services from a Disabled Veterans Outreach 
Program specialist (DVOP specialist). 
Record 2 if the participant received services from a Local Veterans Employment 
Representative (LVER). 
Record 0 if the participant did not receive services under any of the conditions 
described above. 
Record 9 if grantee is unable to track enrollment in the program.","1 = Yes, DVOP specialist
2 = Yes, LVER specialist
0 = No
9 = Unknown",,,R,R,R,R,,R
916,Vocational Education,IN 1,"Record 1 if the participant received services under the Carl D. Perkins Vocational 
and Applied Technology Education Act (20 USC 2301 et seq.).
Record 0 if the participant did not receive any services under the condition 
described above.     
Record 9 if unknown.
Leave blank if this data element does not apply to the participant.","1 = Yes
0 = No
9 = Unknown",,,,R,R,R,R,
917,"Vocational Rehabilitation 
(WIOA)",IN 1,"Record 1 if the participant received services under parts A and B of title I of the 
Rehabilitation Act of 1973 (29 USC 720 et seq.), WIOA title IV, and Sec. 
411(B)(15) defined as transition services for students with disabilities, that 
facilitate the transition from school to postsecondary life, such as achievement 
of an employment outcome in competitive integrated employment, or pre-
employment transition services.
Record 2 if the participant received services from the Vocational Rehabilitation 
and Employment (VR&E) Program authorized by 38 USC Chapter 31.
Record 3 if the participant received services from both vocational rehabilitation 
programs.
Record 0 if the participant did not receive any services under the conditions 
described above.         
Record 9 if unknown.","1 = Yes
2 = VR&E 
3 = Both VR and VR&E 
0 = No
9 = Unknown",,,R,R,R,R,R,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
918,"Wagner-Peyser Employment 
Service (WIOA)",IN 1,"Record 1 if the participant received services under the Wagner-Peyser Act (29 
USC 49 et seq.) 
Record 2 if the individual has demonstrated an intent to use program services 
and meets one of the following criteria--- 
(A) Individuals who provide identifying information;
(B) Individuals who only use the self-service system; or
(C) Individuals who only receive information-only services or activities.
Record 0 if the participant did not receive services under the Wagner-Peyser 
Act.  
Record 9 if the grantee is unable to track enrollment in the program.","1 = Yes
2 = Reportable Individual
0 = No
9 = Unknown",,R,R,R,R,R,R,R
919,YouthBuild (WIOA),AN 14,"Record the 14 character grant number if the participant received services under 
the YouthBuild Program as authorized under WIOA section 171  The grant 
number should be entered in the following format without dashes: Two 
alphabetic characters representing the grant program code-Five numeric 
characters-Two numeric characters representing the fiscal year when the grant 
was awarded-Two numeric characters identifying the type of grant awarded-
One alphabetic character identifying the relevant agency at ETA-Two numeric 
characters identifying the state that received the grant was served under (AA-
12345-12-55-A-26). If the grant number is unknown, please enter all 9s.
Leave blank if the participant did not receive services funded by this program.",XXXXXXXXXXXXXX,,,R,R,,R,,R
920,"Senior Community Service 
Employment Program",AN 14,"Record the 14 character grant number if the participant received services under 
Title V of the Older Americans Act of 2006, the Senior Community Service 
Employment Program (SCSEP).  The grant number should be entered in the 
following format without dashes: Two alphabetic characters representing the 
grant program code-Five numeric characters-Two numeric characters 
representing the fiscal year when the grant was awarded-Two numeric 
characters identifying the type of grant awarded-One alphabetic character 
identifying the relevant agency at ETA-Two numeric characters identifying the 
state that received the grant was served under (AA-12345-12-55-A-26). If the 
grant number is unknown, please enter 99999999999999.
Leave blank if the participant did not receive services funded by this program.",XXXXXXXXXXXXXX,,,R,R,R,,R,R
921,"Employment and Training 
Services Related to SNAP",IN 1,"Record 1 if the participant received employment and training (E&T) services 
from the Supplemental Nutrition Assistance Program (SNAP) (7 USC 2015(d)(4))  
- NOTE: This refers to the SNAP E&T program, NOT simply a SNAP recipient.
Record 0 if the participant did not receive any services under the condition 
described above.
Leave blank if it is not known.","1 = Yes
 0 = No",,,R,R,,R,,R
922,"Other WIOA or Non-WIOA 
Programs",IN 1,"Record 1 if the participant received services from any other WIOA or non-WIOA 
program not listed above that provided the participant with services during 
their period of participation. 
Record 2 if the participant received services from the Intellectual and/or 
Developmental Disability Program, Mental Health Program, or any other 
Employment First State Leadership Mentoring Program (EFSLMP) during the 
period of participation.
Record 0 if the participant did not receive any services under either of the 
conditions described above.","1 = Yes, Other WIOA or Non-WIOA 
Programs
2 = I/DD, MH or other disability programs 
0 = No",,,R,,,,,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
923,Other Reasons for Exit (WIOA),IN 2,"Record 01 if the participant exits the program because he or she has become 
incarcerated in a correctional institution or has become a resident of an 
institution or facility providing 24-hour support such as a hospital or treatment 
center during the course of receiving services as a participant.                                  
Record 02 if the participant exits the program because of medical treatment and 
that treatment is expected to last longer than 90 days and precludes entry into 
unsubsidized employment or continued participation in the program.  
Record 03 if the participant is deceased.
Record 04 if the participant exits the program because the participant is a 
member of the National Guard or other reserve military unit of the armed forces 
and is called to active duty for at least 90 days.    
Record 05 if the participant is in the foster care system as defined in 45 CFR 
1355.20(a), and exits the program because the participant has moved from the 
area as part of such a program or system (Youth participants only).
Record 06 if the participant, who was determine to be eligible, is later 
determined not a have met eligibility criteria. NOTE: This circumstance applies 
only to the VR program, in which participant eligibility is routinely revisited 
during the participation period.  For titles I, II, and III program eligibility is 
determined at the time an individual becomes a participant.
Record 07 if the participant is a criminal offender in a correctional institution 
under section 225 of WIOA.
Record 00 if the participant meets none of the above conditions.","01 = Institutionalized
02 = Health/Medical
03 = Deceased                                                   
  0  4    =    R   e  s  e  r v  e     F  o  r c  e  s    c  a  l l e  d     t o    A   c  t i v  e    D   u   t y     
05 = Foster Care
06 = Ineligible 
07 = Criminal Offender
00 = No",,,R,R,R,R,R,R
930,Pay-For-Performance,IN 1,"Record 1 if the participant received training services from a WIOA Title I service 
provider engaged in a contract with a local board which includes pay-for-
performance strategies.
Record 0 if the participant did not received services described under the 
condition described above.","1 = Yes
0 = No",,,,R,R,R,R,
931,"Registered Apprenticeship 
Program",IN1,"Record 1 if the participant entered into a Registered Apprenticeship program or 
if the participant was a registered apprentice at the time of program entry.   
Record 0 if the participant did not enter into a Registered Apprenticeship 
program.                                                                                                                                
Record 9 if grantee is unable to track enrollment in the program.","1 = Yes
 0 = No
 9 = Unknown",,,R,R,R,R,R,R
932,"National Dislocated Worker 
Grants (DWG)",IN 1,"Record 1 if the participant received services under WIOA Title I-D, Section 170.  
Record 2 if the individual has demonstrated an intent to use program services 
and meets one of the following criteria--- 
(A) Individuals who provide identifying information;
(B) Individuals who only use the self-service system; or
(C) Individuals who only receive information-only services or activities.     
Record 0 if the participant did not receive any services under the condition 
described above.                                                                                                                  
Record 9 if grantee is unable to track enrollment in the program.","1 = Yes, NDWG Participant      
2 = Reportable Individual                                
0 = No                                                                  
9 = Unknown",,,R,R,R,R,R,R
933,Date of First DWG Service,DT 8,"Record the date on which the participant began receiving his/her first service 
funded by the DWG program following a determination of eligibility to 
participate in the program.
Leave blank if the participant did not receive services funded by the DWG 
program.",YYYYMMDD,,,,,,,R,
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
934,"Rapid Response Event 
Number",AN 12,"Record the 12-digit unique number of the event through which rapid response 
services were provided to the participant.  This unique identification number is 
the same one provided to the state or local area through the USDOL Rapid 
Response Information Network.  Until such time as this system is operational, 
states are encouraged to voluntarily report this information using the following 
format XX000000000X. The first two characters are the state postal code. The 
next four characters are the Program Year. The next five characters are the 
event number, numbered sequentially starting at 00001 each program year. The 
last character is letter A through Z allowing for multiple service events to be 
associated with the same larger response event. For example, the first Rapid 
Response Event Number in Ohio for Program Year 2016 would be 
OH201600001A.",XXXXXXXXXXXX,,,,,R,,R,
935,Accountability Exit Status,IN 1,"Record 1 if the participant either disclosed an invalid social security number 
(SSN) or chose not to disclose a SSN. 
Record 2 if the participant retired from employment.
Record 3 if the participant is a TAA participant who is eligible under more than 
one petition certification, and began receiving benefits and services under a 
subsequent TAA petition certification during current report quarter. 
Record 0 or leave blank if  none of the above conditions apply.","1 = Invalid SSN or failed to disclosed SSN
2 = Retirement
3 = TAA participant began receiving TAA 
benefits and services under subsequent 
petition certification. 
0 or Blank =  None of the above conditions 
apply",,,R,R,R,R,R,R
936,"Reentry Employment 
Opportunities (Adult)",AN 14,"Record the 14 character grant number if the participant received services under 
the Reentry Employment Opportunities (Adult) program. The grant number 
should be entered in the following format without dashes: Two alphabetic 
characters representing the grant program code-Five numeric characters-Two 
numeric characters representing the fiscal year when the grant was awarded-
Two numeric characters identifying the type of grant awarded-One alphabetic 
character identifying the relevant agency at ETA-Two numeric characters 
identifying the state that received the grant was served under (AA-12345-12-55-
A-26). If the grant number is unknown, please enter 99999999999999.
Leave blank if the participant did not receive services funded by this program.",XXXXXXXXXXXXXX,,,R,R,,R,,R
937,"Reentry Employment 
Opportunities (Youth)",AN 14,"Record the 14 character grant number if the participant received services under 
the Reentry Employment Opportunities (Youth) program. The grant number 
should be entered in the following format without dashes: Two alphabetic 
characters representing the grant program code-Five numeric characters-Two 
numeric characters representing the fiscal year when the grant was awarded-
Two numeric characters identifying the type of grant awarded-One alphabetic 
character identifying the relevant agency at ETA-Two numeric characters 
identifying the state that received the grant was served under (AA-12345-12-55-
A-26). If the grant number is unknown, please enter 99999999999999.
Leave blank if the participant did not receive services funded by this program.",XXXXXXXXXXXXXX,,,R,R,,R,,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
938,H-1B,AN 14,"Record the 14 character grant number if the participant received services under 
any H-1B funded program. The grant number should be entered in the following 
format without dashes: Two alphabetic characters representing the grant 
program code-Five numeric characters-Two numeric characters representing the 
fiscal year when the grant was awarded-Two numeric characters identifying the 
type of grant awarded-One alphabetic character identifying the relevant agency 
at ETA-Two numeric characters identifying the state that received the grant was 
served under (AA-12345-12-55-A-26). If the grant number is unknown, please 
enter 99999999999999.
Leave blank if the participant did not receive services funded by this program.",XXXXXXXXXXXXXX,,,R,R,R,,R,R
